,property_id,check_in_date,room_category,successful_bookings,capacity
2294,16562,2022-05-23,RT4,3,6
2295,17558,2022-05-23,RT4,3,6
2296,17562,2022-05-23,RT4,3,6
2297,19563,2022-05-23,RT4,3,6
2298,19558,2022-05-23,RT4,3,7
2299,17561,2022-05-23,RT4,3,4
2300,19563,2022-05-24,RT3,14,29
2301,18560,2022-05-24,RT1,17,30
2302,19562,2022-05-24,RT1,17,30
2303,19563,2022-05-24,RT1,14,30
2304,17558,2022-05-24,RT1,9,19
2305,16558,2022-05-24,RT1,11,19
2306,17560,2022-05-24,RT1,20,40
2307,19558,2022-05-24,RT1,16,40
2308,19560,2022-05-24,RT1,18,26
2309,17561,2022-05-24,RT1,15,26
2310,16560,2022-05-24,RT1,14,34
2311,16561,2022-05-24,RT1,10,18
2312,16562,2022-05-24,RT1,17,31
2313,16563,2022-05-24,RT1,28,41
2314,17559,2022-05-24,RT1,17,32
2315,17562,2022-05-24,RT1,8,20
2316,17563,2022-05-24,RT1,15,25
2317,18558,2022-05-24,RT1,8,15
2318,18559,2022-05-24,RT1,17,42
2319,18561,2022-05-24,RT1,18,33
2320,18562,2022-05-24,RT1,23,38
2321,18563,2022-05-24,RT1,13,27
2322,19559,2022-05-24,RT1,11,24
2323,19561,2022-05-24,RT1,18,36
2324,17564,2022-05-24,RT1,7,16
2325,19562,2022-05-24,RT2,13,23
2326,18563,2022-05-24,RT2,17,29
2327,17561,2022-05-24,RT2,23,36
2328,17558,2022-05-24,RT2,24,50
2329,16562,2022-05-24,RT2,23,43
2330,16561,2022-05-24,RT2,15,24
2331,16558,2022-05-24,RT2,14,22
2332,19560,2022-05-24,RT2,25,38
2333,16563,2022-05-24,RT2,23,38
2334,16559,2022-05-24,RT2,23,41
2335,19559,2022-05-24,RT2,20,41
2336,19558,2022-05-24,RT2,17,39
2337,17559,2022-05-24,RT2,21,39
2338,16560,2022-05-24,RT2,19,34
2339,18562,2022-05-24,RT2,20,34
2340,18559,2022-05-24,RT2,18,44
2341,17563,2022-05-24,RT2,31,44
2342,17562,2022-05-24,RT2,13,30
2343,18558,2022-05-24,RT2,16,30
2344,17564,2022-05-24,RT2,18,40
2345,18561,2022-05-24,RT2,28,40
2346,18560,2022-05-24,RT2,23,40
2347,17560,2022-05-24,RT2,26,45
2348,19561,2022-05-24,RT2,20,45
2349,19563,2022-05-24,RT2,25,45
2350,16559,2022-05-24,RT1,21,30
2351,19562,2022-05-24,RT3,17,29
2352,19561,2022-05-24,RT3,17,29
2353,18562,2022-05-24,RT3,17,29
2354,17558,2022-05-24,RT3,15,27
2355,17562,2022-05-24,RT3,12,27
2356,19559,2022-05-24,RT3,14,27
2357,16559,2022-05-24,RT3,18,32
2358,16558,2022-05-24,RT3,5,8
2359,18560,2022-05-24,RT3,15,24
2360,19558,2022-05-24,RT3,8,21
2361,16561,2022-05-24,RT3,13,21
2362,19560,2022-05-24,RT3,13,19
2363,17561,2022-05-24,RT3,14,19
2364,18561,2022-05-24,RT3,14,25
2365,16562,2022-05-24,RT3,9,18
2366,17563,2022-05-24,RT3,9,16
2367,17564,2022-05-24,RT3,9,24
2368,17559,2022-05-24,RT3,10,16
2369,18559,2022-05-24,RT3,10,23
2370,16563,2022-05-24,RT3,12,20
2371,17560,2022-05-24,RT3,12,25
2372,18558,2022-05-24,RT3,12,26
2373,16560,2022-05-24,RT3,11,20
2374,18563,2022-05-24,RT3,11,23
2375,16558,2022-05-24,RT4,2,3
2376,16562,2022-05-24,RT4,4,6
2377,17558,2022-05-24,RT4,4,6
2378,16560,2022-05-24,RT4,4,7
2379,18561,2022-05-24,RT4,4,9
2380,17560,2022-05-24,RT4,5,13
2381,16561,2022-05-24,RT4,6,10
2382,19559,2022-05-24,RT4,1,3
2383,17564,2022-05-24,RT4,7,17
2384,18560,2022-05-24,RT4,12,15
2385,19560,2022-05-24,RT4,10,16
2386,18559,2022-05-24,RT4,9,19
2387,17563,2022-05-24,RT4,13,19
2388,19562,2022-05-24,RT4,9,14
2389,17559,2022-05-24,RT4,8,14
2390,18558,2022-05-24,RT4,10,20
2391,18562,2022-05-24,RT4,14,20
2392,18563,2022-05-24,RT4,10,18
2393,16563,2022-05-24,RT4,11,18
2394,16559,2022-05-24,RT4,13,18
2395,17562,2022-05-24,RT4,3,6
2396,19563,2022-05-24,RT4,3,6
2397,19558,2022-05-24,RT4,3,7
2398,19561,2022-05-24,RT4,3,7
2399,17561,2022-05-24,RT4,3,4
2400,16559,2022-05-25,RT1,20,30
2401,18560,2022-05-25,RT1,18,30
2402,19562,2022-05-25,RT1,19,30
2403,19563,2022-05-25,RT1,18,30
2404,17558,2022-05-25,RT1,11,19
2405,16558,2022-05-25,RT1,13,19
2406,17560,2022-05-25,RT1,19,40
2407,19558,2022-05-25,RT1,18,40
2408,19560,2022-05-25,RT1,18,26
2409,17561,2022-05-25,RT1,15,26
2410,16560,2022-05-25,RT1,20,34
2411,16561,2022-05-25,RT1,12,18
2412,16562,2022-05-25,RT1,16,31
2413,16563,2022-05-25,RT1,25,41
2414,17559,2022-05-25,RT1,22,32
2415,17562,2022-05-25,RT1,9,20
2416,17563,2022-05-25,RT1,16,25
2417,18558,2022-05-25,RT1,8,15
2418,18559,2022-05-25,RT1,17,42
2419,18561,2022-05-25,RT1,20,33
2420,18562,2022-05-25,RT1,25,38
2421,18563,2022-05-25,RT1,14,27
2422,19559,2022-05-25,RT1,13,24
2423,19561,2022-05-25,RT1,18,36
2424,17564,2022-05-25,RT1,6,16
2425,19562,2022-05-25,RT2,14,23
2426,18563,2022-05-25,RT2,14,29
2427,17561,2022-05-25,RT2,19,36
2428,17558,2022-05-25,RT2,25,50
2429,16562,2022-05-25,RT2,22,43
2430,16561,2022-05-25,RT2,15,24
2431,16558,2022-05-25,RT2,13,22
2432,19560,2022-05-25,RT2,23,38
2433,16563,2022-05-25,RT2,21,38
2434,16559,2022-05-25,RT2,26,41
2435,19559,2022-05-25,RT2,20,41
2436,19558,2022-05-25,RT2,17,39
2437,17559,2022-05-25,RT2,25,39
2438,16560,2022-05-25,RT2,16,34
2439,18562,2022-05-25,RT2,22,34
2440,18559,2022-05-25,RT2,19,44
2441,17563,2022-05-25,RT2,30,44
2442,17562,2022-05-25,RT2,11,30
2443,18558,2022-05-25,RT2,14,30
2444,17564,2022-05-25,RT2,17,40
2445,18561,2022-05-25,RT2,22,40
2446,18560,2022-05-25,RT2,25,40
2447,17560,2022-05-25,RT2,24,45
2448,19561,2022-05-25,RT2,24,45
2449,19563,2022-05-25,RT2,23,45
2450,19563,2022-05-25,RT3,15,29
2451,19562,2022-05-25,RT3,18,29
2452,19561,2022-05-25,RT3,14,29
2453,18562,2022-05-25,RT3,18,29
2454,17558,2022-05-25,RT3,13,27
2455,17562,2022-05-25,RT3,10,27
2456,19559,2022-05-25,RT3,14,27
2457,16559,2022-05-25,RT3,19,32
2458,16558,2022-05-25,RT3,5,8
2459,18561,2022-05-25,RT3,18,25
2460,16560,2022-05-25,RT3,8,20
2461,18558,2022-05-25,RT3,13,26
2462,18560,2022-05-25,RT3,13,24
2463,17560,2022-05-25,RT3,14,25
2464,16562,2022-05-25,RT3,9,18
2465,17559,2022-05-25,RT3,10,16
2466,17563,2022-05-25,RT3,10,16
2467,19558,2022-05-25,RT3,10,21
2468,16561,2022-05-25,RT3,12,21
2469,16563,2022-05-25,RT3,12,20
2470,17561,2022-05-25,RT3,12,19
2471,18563,2022-05-25,RT3,12,23
2472,19560,2022-05-25,RT3,12,19
2473,17564,2022-05-25,RT3,12,24
2474,18559,2022-05-25,RT3,11,23
2475,19559,2022-05-25,RT4,2,3
2476,16558,2022-05-25,RT4,2,3
2477,16562,2022-05-25,RT4,4,6
2478,19563,2022-05-25,RT4,4,6
2479,16560,2022-05-25,RT4,4,7
2480,19561,2022-05-25,RT4,4,7
2481,17560,2022-05-25,RT4,5,13
2482,18561,2022-05-25,RT4,5,9
2483,16561,2022-05-25,RT4,7,10
2484,17564,2022-05-25,RT4,8,17
2485,18560,2022-05-25,RT4,10,15
2486,19560,2022-05-25,RT4,9,16
2487,18559,2022-05-25,RT4,8,19
2488,17563,2022-05-25,RT4,13,19
2489,19562,2022-05-25,RT4,9,14
2490,17559,2022-05-25,RT4,9,14
2491,18558,2022-05-25,RT4,9,20
2492,18562,2022-05-25,RT4,13,20
2493,18563,2022-05-25,RT4,9,18
2494,16563,2022-05-25,RT4,11,18
2495,16559,2022-05-25,RT4,10,18
2496,17558,2022-05-25,RT4,3,6
2497,17562,2022-05-25,RT4,3,6
2498,19558,2022-05-25,RT4,3,7
2499,17561,2022-05-25,RT4,3,4
2500,16559,2022-05-26,RT1,21,30
2501,18560,2022-05-26,RT1,19,30
2502,19562,2022-05-26,RT1,16,30
2503,19563,2022-05-26,RT1,15,30
2504,17558,2022-05-26,RT1,9,19
2505,16558,2022-05-26,RT1,12,19
2506,17560,2022-05-26,RT1,21,40
2507,19558,2022-05-26,RT1,15,40
2508,19560,2022-05-26,RT1,14,26
2509,17561,2022-05-26,RT1,16,26
2510,16560,2022-05-26,RT1,18,34
2511,16561,2022-05-26,RT1,12,18
2512,16562,2022-05-26,RT1,15,31
2513,16563,2022-05-26,RT1,22,41
2514,17559,2022-05-26,RT1,21,32
2515,17562,2022-05-26,RT1,9,20
2516,17563,2022-05-26,RT1,15,25
2517,18558,2022-05-26,RT1,8,15
2518,18559,2022-05-26,RT1,15,42
2519,18561,2022-05-26,RT1,21,33
2520,18562,2022-05-26,RT1,22,38
2521,18563,2022-05-26,RT1,13,27
2522,19559,2022-05-26,RT1,11,24
2523,19561,2022-05-26,RT1,16,36
2524,17564,2022-05-26,RT1,8,16
2525,19562,2022-05-26,RT2,15,23
2526,18563,2022-05-26,RT2,15,29
2527,17561,2022-05-26,RT2,23,36
2528,17558,2022-05-26,RT2,25,50
2529,16562,2022-05-26,RT2,20,43
2530,16561,2022-05-26,RT2,17,24
2531,16558,2022-05-26,RT2,15,22
2532,19560,2022-05-26,RT2,23,38
2533,16563,2022-05-26,RT2,22,38
2534,16559,2022-05-26,RT2,26,41
2535,19559,2022-05-26,RT2,21,41
2536,19558,2022-05-26,RT2,15,39
2537,17559,2022-05-26,RT2,23,39
2538,16560,2022-05-26,RT2,17,34
2539,18562,2022-05-26,RT2,19,34
2540,18559,2022-05-26,RT2,17,44
2541,17563,2022-05-26,RT2,26,44
2542,17562,2022-05-26,RT2,11,30
2543,18558,2022-05-26,RT2,15,30
2544,17564,2022-05-26,RT2,17,40
2545,18561,2022-05-26,RT2,23,40
2546,18560,2022-05-26,RT2,27,40
2547,17560,2022-05-26,RT2,21,45
2548,19561,2022-05-26,RT2,23,45
2549,19563,2022-05-26,RT2,22,45
2550,19563,2022-05-26,RT3,13,29
2551,19562,2022-05-26,RT3,20,29
2552,19561,2022-05-26,RT3,15,29
2553,18562,2022-05-26,RT3,19,29
2554,17558,2022-05-26,RT3,14,27
2555,17562,2022-05-26,RT3,13,27
2556,19559,2022-05-26,RT3,15,27
2557,16559,2022-05-26,RT3,23,32
2558,16558,2022-05-26,RT3,5,8
2559,18560,2022-05-26,RT3,15,24
2560,16563,2022-05-26,RT3,13,20
2561,16561,2022-05-26,RT3,14,21
2562,18561,2022-05-26,RT3,14,25
2563,16562,2022-05-26,RT3,9,18
2564,16560,2022-05-26,RT3,10,20
2565,17563,2022-05-26,RT3,10,16
2566,19558,2022-05-26,RT3,10,21
2567,17564,2022-05-26,RT3,10,24
2568,17559,2022-05-26,RT3,12,16
2569,17560,2022-05-26,RT3,12,25
2570,17561,2022-05-26,RT3,12,19
2571,18558,2022-05-26,RT3,12,26
2572,18563,2022-05-26,RT3,12,23
2573,19560,2022-05-26,RT3,12,19
2574,18559,2022-05-26,RT3,11,23
2575,17562,2022-05-26,RT4,2,6
2576,19559,2022-05-26,RT4,2,3
2577,16558,2022-05-26,RT4,2,3
2578,16560,2022-05-26,RT4,4,7
2579,19561,2022-05-26,RT4,4,7
2580,18561,2022-05-26,RT4,5,9
2581,16561,2022-05-26,RT4,6,10
2582,17560,2022-05-26,RT4,6,13
2583,17564,2022-05-26,RT4,6,17
2584,18560,2022-05-26,RT4,8,15
2585,19560,2022-05-26,RT4,10,16
2586,18559,2022-05-26,RT4,8,19
2587,17563,2022-05-26,RT4,12,19
2588,19562,2022-05-26,RT4,8,14
2589,17559,2022-05-26,RT4,9,14
2590,18558,2022-05-26,RT4,10,20
2591,18562,2022-05-26,RT4,13,20
2592,18563,2022-05-26,RT4,9,18
2593,16563,2022-05-26,RT4,11,18
2594,16559,2022-05-26,RT4,12,18
2595,16562,2022-05-26,RT4,3,6
2596,17558,2022-05-26,RT4,3,6
2597,19563,2022-05-26,RT4,3,6
2598,19558,2022-05-26,RT4,3,7
2599,17561,2022-05-26,RT4,3,4
2600,19563,2022-05-27,RT3,14,29
2601,18560,2022-05-27,RT1,19,30
2602,19562,2022-05-27,RT1,17,30
2603,19563,2022-05-27,RT1,16,30
2604,17558,2022-05-27,RT1,10,19
2605,16558,2022-05-27,RT1,12,19
2606,17560,2022-05-27,RT1,18,40
2607,19558,2022-05-27,RT1,19,40
2608,19560,2022-05-27,RT1,18,26
2609,17561,2022-05-27,RT1,16,26
2610,16560,2022-05-27,RT1,19,34
2611,16561,2022-05-27,RT1,10,18
2612,16562,2022-05-27,RT1,15,31
2613,16563,2022-05-27,RT1,23,41
2614,17559,2022-05-27,RT1,19,32
2615,17562,2022-05-27,RT1,9,20
2616,17563,2022-05-27,RT1,15,25
2617,18558,2022-05-27,RT1,8,15
2618,18559,2022-05-27,RT1,18,42
2619,18561,2022-05-27,RT1,20,33
2620,18562,2022-05-27,RT1,21,38
2621,18563,2022-05-27,RT1,13,27
2622,19559,2022-05-27,RT1,13,24
2623,19561,2022-05-27,RT1,18,36
2624,17564,2022-05-27,RT1,6,16
2625,19562,2022-05-27,RT2,14,23
2626,18563,2022-05-27,RT2,15,29
2627,17561,2022-05-27,RT2,19,36
2628,17558,2022-05-27,RT2,26,50
2629,16562,2022-05-27,RT2,19,43
2630,16561,2022-05-27,RT2,13,24
2631,16558,2022-05-27,RT2,13,22
2632,19560,2022-05-27,RT2,24,38
2633,16563,2022-05-27,RT2,26,38
2634,16559,2022-05-27,RT2,28,41
2635,19559,2022-05-27,RT2,18,41
2636,19558,2022-05-27,RT2,16,39
2637,17559,2022-05-27,RT2,26,39
2638,16560,2022-05-27,RT2,18,34
2639,18562,2022-05-27,RT2,22,34
2640,18559,2022-05-27,RT2,17,44
2641,17563,2022-05-27,RT2,31,44
2642,17562,2022-05-27,RT2,13,30
2643,18558,2022-05-27,RT2,14,30
2644,17564,2022-05-27,RT2,19,40
2645,18561,2022-05-27,RT2,27,40
2646,18560,2022-05-27,RT2,28,40
2647,17560,2022-05-27,RT2,25,45
2648,19561,2022-05-27,RT2,24,45
2649,19563,2022-05-27,RT2,21,45
2650,16559,2022-05-27,RT1,18,30
2651,19562,2022-05-27,RT3,16,29
2652,19561,2022-05-27,RT3,16,29
2653,18562,2022-05-27,RT3,20,29
2654,17558,2022-05-27,RT3,14,27
2655,17562,2022-05-27,RT3,11,27
2656,19559,2022-05-27,RT3,15,27
2657,16559,2022-05-27,RT3,22,32
2658,16558,2022-05-27,RT3,5,8
2659,18560,2022-05-27,RT3,16,24
2660,16563,2022-05-27,RT3,13,20
2661,17560,2022-05-27,RT3,13,25
2662,18561,2022-05-27,RT3,13,25
2663,16562,2022-05-27,RT3,9,18
2664,17564,2022-05-27,RT3,9,24
2665,17563,2022-05-27,RT3,10,16
2666,18559,2022-05-27,RT3,10,23
2667,19558,2022-05-27,RT3,10,21
2668,17559,2022-05-27,RT3,12,16
2669,17561,2022-05-27,RT3,12,19
2670,18558,2022-05-27,RT3,12,26
2671,18563,2022-05-27,RT3,12,23
2672,19560,2022-05-27,RT3,12,19
2673,16560,2022-05-27,RT3,11,20
2674,16561,2022-05-27,RT3,11,21
2675,19559,2022-05-27,RT4,2,3
2676,16558,2022-05-27,RT4,2,3
2677,16560,2022-05-27,RT4,4,7
2678,17560,2022-05-27,RT4,5,13
2679,16561,2022-05-27,RT4,6,10
2680,18561,2022-05-27,RT4,6,9
2681,17564,2022-05-27,RT4,7,17
2682,18560,2022-05-27,RT4,10,15
2683,19560,2022-05-27,RT4,9,16
2684,18559,2022-05-27,RT4,7,19
2685,17563,2022-05-27,RT4,12,19
2686,19562,2022-05-27,RT4,9,14
2687,17559,2022-05-27,RT4,9,14
2688,18558,2022-05-27,RT4,11,20
2689,18562,2022-05-27,RT4,10,20
2690,18563,2022-05-27,RT4,10,18
2691,16563,2022-05-27,RT4,12,18
2692,16559,2022-05-27,RT4,11,18
2693,16562,2022-05-27,RT4,3,6
2694,17558,2022-05-27,RT4,3,6
2695,17562,2022-05-27,RT4,3,6
2696,19563,2022-05-27,RT4,3,6
2697,19558,2022-05-27,RT4,3,7
2698,19561,2022-05-27,RT4,3,7
2699,17561,2022-05-27,RT4,3,4
2700,16559,2022-05-28,RT1,26,30
2701,18560,2022-05-28,RT1,24,30
2702,19562,2022-05-28,RT1,26,30
2703,19563,2022-05-28,RT1,22,30
2704,17558,2022-05-28,RT1,15,19
2705,16558,2022-05-28,RT1,17,19
2706,17560,2022-05-28,RT1,29,40
2707,19558,2022-05-28,RT1,25,40
2708,19560,2022-05-28,RT1,24,26
2709,17561,2022-05-28,RT1,24,26
2710,16560,2022-05-28,RT1,24,34
2711,16561,2022-05-28,RT1,16,18
2712,16562,2022-05-28,RT1,23,31
2713,16563,2022-05-28,RT1,39,41
2714,17559,2022-05-28,RT1,27,32
2715,17562,2022-05-28,RT1,13,20
2716,17563,2022-05-28,RT1,25,25
2717,18558,2022-05-28,RT1,12,15
2718,18559,2022-05-28,RT1,24,42
2719,18561,2022-05-28,RT1,31,33
2720,18562,2022-05-28,RT1,32,38
2721,18563,2022-05-28,RT1,19,27
2722,19559,2022-05-28,RT1,18,24
2723,19561,2022-05-28,RT1,26,36
2724,17564,2022-05-28,RT1,9,16
2725,19562,2022-05-28,RT2,23,23
2726,18563,2022-05-28,RT2,20,29
2727,17561,2022-05-28,RT2,32,36
2728,17558,2022-05-28,RT2,36,50
2729,16562,2022-05-28,RT2,33,43
2730,16561,2022-05-28,RT2,23,24
2731,16558,2022-05-28,RT2,19,22
2732,19560,2022-05-28,RT2,33,38
2733,16563,2022-05-28,RT2,31,38
2734,16559,2022-05-28,RT2,36,41
2735,19559,2022-05-28,RT2,30,41
2736,19558,2022-05-28,RT2,25,39
2737,17559,2022-05-28,RT2,38,39
2738,16560,2022-05-28,RT2,27,34
2739,18562,2022-05-28,RT2,31,34
2740,18559,2022-05-28,RT2,27,44
2741,17563,2022-05-28,RT2,40,44
2742,17562,2022-05-28,RT2,17,30
2743,18558,2022-05-28,RT2,23,30
2744,17564,2022-05-28,RT2,24,40
2745,18561,2022-05-28,RT2,34,40
2746,18560,2022-05-28,RT2,33,40
2747,17560,2022-05-28,RT2,34,45
2748,19561,2022-05-28,RT2,31,45
2749,19563,2022-05-28,RT2,35,45
2750,19563,2022-05-28,RT3,22,29
2751,19562,2022-05-28,RT3,26,29
2752,19561,2022-05-28,RT3,20,29
2753,18562,2022-05-28,RT3,27,29
2754,17558,2022-05-28,RT3,22,27
2755,17562,2022-05-28,RT3,18,27
2756,19559,2022-05-28,RT3,19,27
2757,16559,2022-05-28,RT3,31,32
2758,17560,2022-05-28,RT3,18,25
2759,18561,2022-05-28,RT3,24,25
2760,16561,2022-05-28,RT3,20,21
2761,16563,2022-05-28,RT3,17,20
2762,17561,2022-05-28,RT3,17,19
2763,18558,2022-05-28,RT3,19,26
2764,18560,2022-05-28,RT3,24,24
2765,18563,2022-05-28,RT3,16,23
2766,19560,2022-05-28,RT3,17,19
2767,17563,2022-05-28,RT3,15,16
2768,17564,2022-05-28,RT3,15,24
2769,16558,2022-05-28,RT3,8,8
2770,18559,2022-05-28,RT3,13,23
2771,19558,2022-05-28,RT3,13,21
2772,16560,2022-05-28,RT3,14,20
2773,16562,2022-05-28,RT3,14,18
2774,17559,2022-05-28,RT3,14,16
2775,19559,2022-05-28,RT4,2,3
2776,17561,2022-05-28,RT4,4,4
2777,16560,2022-05-28,RT4,5,7
2778,16562,2022-05-28,RT4,5,6
2779,17558,2022-05-28,RT4,5,6
2780,19558,2022-05-28,RT4,5,7
2781,19561,2022-05-28,RT4,5,7
2782,19563,2022-05-28,RT4,5,6
2783,16561,2022-05-28,RT4,9,10
2784,17560,2022-05-28,RT4,9,13
2785,18561,2022-05-28,RT4,9,9
2786,17564,2022-05-28,RT4,10,17
2787,18560,2022-05-28,RT4,13,15
2788,19560,2022-05-28,RT4,15,16
2789,18559,2022-05-28,RT4,12,19
2790,17563,2022-05-28,RT4,17,19
2791,19562,2022-05-28,RT4,14,14
2792,17559,2022-05-28,RT4,13,14
2793,18558,2022-05-28,RT4,13,20
2794,18562,2022-05-28,RT4,19,20
2795,18563,2022-05-28,RT4,13,18
2796,16563,2022-05-28,RT4,16,18
2797,16559,2022-05-28,RT4,18,18
2798,17562,2022-05-28,RT4,3,6
2799,16558,2022-05-28,RT4,3,3
2800,16559,2022-05-29,RT1,23,30
2801,18560,2022-05-29,RT1,25,30
2802,19562,2022-05-29,RT1,22,30
2803,19563,2022-05-29,RT1,19,30
2804,17558,2022-05-29,RT1,12,19
2805,16558,2022-05-29,RT1,14,19
2806,17560,2022-05-29,RT1,22,40
2807,19558,2022-05-29,RT1,19,40
2808,19560,2022-05-29,RT1,22,26
2809,17561,2022-05-29,RT1,19,26
2810,16560,2022-05-29,RT1,20,34
2811,16561,2022-05-29,RT1,11,18
2812,16562,2022-05-29,RT1,17,31
2813,16563,2022-05-29,RT1,34,41
2814,17559,2022-05-29,RT1,22,32
2815,17562,2022-05-29,RT1,9,20
2816,17563,2022-05-29,RT1,17,25
2817,18558,2022-05-29,RT1,8,15
2818,18559,2022-05-29,RT1,20,42
2819,18561,2022-05-29,RT1,26,33
2820,18562,2022-05-29,RT1,32,38
2821,18563,2022-05-29,RT1,17,27
2822,19559,2022-05-29,RT1,15,24
2823,19561,2022-05-29,RT1,23,36
2824,17564,2022-05-29,RT1,8,16
2825,19562,2022-05-29,RT2,19,23
2826,18563,2022-05-29,RT2,16,29
2827,17561,2022-05-29,RT2,27,36
2828,17558,2022-05-29,RT2,34,50
2829,16562,2022-05-29,RT2,25,43
2830,16561,2022-05-29,RT2,19,24
2831,16558,2022-05-29,RT2,16,22
2832,19560,2022-05-29,RT2,31,38
2833,16563,2022-05-29,RT2,27,38
2834,16559,2022-05-29,RT2,31,41
2835,19559,2022-05-29,RT2,28,41
2836,19558,2022-05-29,RT2,19,39
2837,17559,2022-05-29,RT2,33,39
2838,16560,2022-05-29,RT2,19,34
2839,18562,2022-05-29,RT2,28,34
2840,18559,2022-05-29,RT2,25,44
2841,17563,2022-05-29,RT2,30,44
2842,17562,2022-05-29,RT2,14,30
2843,18558,2022-05-29,RT2,20,30
2844,17564,2022-05-29,RT2,21,40
2845,18561,2022-05-29,RT2,27,40
2846,18560,2022-05-29,RT2,30,40
2847,17560,2022-05-29,RT2,27,45
2848,19561,2022-05-29,RT2,29,45
2849,19563,2022-05-29,RT2,27,45
2850,19563,2022-05-29,RT3,19,29
2851,19562,2022-05-29,RT3,20,29
2852,19561,2022-05-29,RT3,16,29
2853,18562,2022-05-29,RT3,24,29
2854,17558,2022-05-29,RT3,17,27
2855,17562,2022-05-29,RT3,13,27
2856,19559,2022-05-29,RT3,18,27
2857,16559,2022-05-29,RT3,27,32
2858,16558,2022-05-29,RT3,7,8
2859,17560,2022-05-29,RT3,17,25
2860,18561,2022-05-29,RT3,20,25
2861,16561,2022-05-29,RT3,17,21
2862,18558,2022-05-29,RT3,17,26
2863,18560,2022-05-29,RT3,18,24
2864,19560,2022-05-29,RT3,15,19
2865,17563,2022-05-29,RT3,13,16
2866,17564,2022-05-29,RT3,13,24
2867,16563,2022-05-29,RT3,14,20
2868,17561,2022-05-29,RT3,14,19
2869,18563,2022-05-29,RT3,14,23
2870,16560,2022-05-29,RT3,11,20
2871,16562,2022-05-29,RT3,11,18
2872,17559,2022-05-29,RT3,11,16
2873,18559,2022-05-29,RT3,11,23
2874,19558,2022-05-29,RT3,11,21
2875,17562,2022-05-29,RT4,2,6
2876,19559,2022-05-29,RT4,2,3
2877,17558,2022-05-29,RT4,4,6
2878,16560,2022-05-29,RT4,4,7
2879,19558,2022-05-29,RT4,4,7
2880,19561,2022-05-29,RT4,4,7
2881,16561,2022-05-29,RT4,8,10
2882,17560,2022-05-29,RT4,8,13
2883,18561,2022-05-29,RT4,7,9
2884,17564,2022-05-29,RT4,7,17
2885,18560,2022-05-29,RT4,12,15
2886,19560,2022-05-29,RT4,10,16
2887,18559,2022-05-29,RT4,9,19
2888,17563,2022-05-29,RT4,13,19
2889,19562,2022-05-29,RT4,9,14
2890,17559,2022-05-29,RT4,11,14
2891,18558,2022-05-29,RT4,11,20
2892,18562,2022-05-29,RT4,15,20
2893,18563,2022-05-29,RT4,11,18
2894,16563,2022-05-29,RT4,12,18
2895,16559,2022-05-29,RT4,15,18
2896,16562,2022-05-29,RT4,3,6
2897,19563,2022-05-29,RT4,3,6
2898,17561,2022-05-29,RT4,3,4
2899,16558,2022-05-29,RT4,3,3
2900,19563,2022-05-30,RT3,12,29
2901,18560,2022-05-30,RT1,15,30
2902,19562,2022-05-30,RT1,17,30
2903,19563,2022-05-30,RT1,13,30
2904,17558,2022-05-30,RT1,8,19
2905,16558,2022-05-30,RT1,10,19
2906,17560,2022-05-30,RT1,15,40
2907,19558,2022-05-30,RT1,17,40
2908,19560,2022-05-30,RT1,14,26
2909,17561,2022-05-30,RT1,14,26
2910,16560,2022-05-30,RT1,15,34
2911,16561,2022-05-30,RT1,9,18
2912,16562,2022-05-30,RT1,12,31
2913,16563,2022-05-30,RT1,20,41
2914,17559,2022-05-30,RT1,18,32
2915,17562,2022-05-30,RT1,10,20
2916,17563,2022-05-30,RT1,11,25
2917,18558,2022-05-30,RT1,7,15
2918,18559,2022-05-30,RT1,16,42
2919,18561,2022-05-30,RT1,17,33
2920,18562,2022-05-30,RT1,20,38
2921,18563,2022-05-30,RT1,11,27
2922,19559,2022-05-30,RT1,10,24
2923,19561,2022-05-30,RT1,14,36
2924,17564,2022-05-30,RT1,7,16
2925,19562,2022-05-30,RT2,12,23
2926,18563,2022-05-30,RT2,14,29
2927,17561,2022-05-30,RT2,22,36
2928,17558,2022-05-30,RT2,23,50
2929,16562,2022-05-30,RT2,16,43
2930,16561,2022-05-30,RT2,13,24
2931,16558,2022-05-30,RT2,11,22
2932,19560,2022-05-30,RT2,19,38
2933,16563,2022-05-30,RT2,20,38
2934,16559,2022-05-30,RT2,24,41
2935,19559,2022-05-30,RT2,22,41
2936,19558,2022-05-30,RT2,13,39
2937,17559,2022-05-30,RT2,21,39
2938,16560,2022-05-30,RT2,12,34
2939,18562,2022-05-30,RT2,17,34
2940,18559,2022-05-30,RT2,18,44
2941,17563,2022-05-30,RT2,20,44
2942,17562,2022-05-30,RT2,9,30
2943,18558,2022-05-30,RT2,12,30
2944,17564,2022-05-30,RT2,13,40
2945,18561,2022-05-30,RT2,19,40
2946,18560,2022-05-30,RT2,22,40
2947,17560,2022-05-30,RT2,19,45
2948,19561,2022-05-30,RT2,16,45
2949,19563,2022-05-30,RT2,18,45
2950,16559,2022-05-30,RT1,14,30
2951,19562,2022-05-30,RT3,13,29
2952,19561,2022-05-30,RT3,12,29
2953,18562,2022-05-30,RT3,14,29
2954,17558,2022-05-30,RT3,10,27
2955,17562,2022-05-30,RT3,9,27
2956,19559,2022-05-30,RT3,10,27
2957,16559,2022-05-30,RT3,17,32
2958,16558,2022-05-30,RT3,4,8
